ID,default_flag,predicted_pd,risk_band
1013,0,0.024591617,Low
1014,0,0.1051547,Moderate
1015,0,0.056279305,Low
1016,0,0.10178657,Moderate
1017,1,0.21007374,Moderate
1018,1,0.5732331,Very High
1019,0,0.17633581,Moderate
1020,0,0.14219345,Moderate
1021,0,0.16309749,Moderate
1022,0,0.14518854,Moderate
1023,0,0.11841164,Moderate
1024,0,0.096223995,Low
1025,0,0.068649605,Low
1026,0,0.23859882,Moderate
1027,0,0.05239223,Low
1028,0,0.01860732,Low
1029,0,0.18983003,Moderate
1030,1,0.6874026,Very High
1031,0,0.08401211,Low
1032,0,0.15021396,Moderate
1033,1,0.37711868,High
1034,0,0.039896104,Low
1035,0,0.107498646,Moderate
1036,1,0.48036855,High
1037,0,0.03557506,Low
1038,1,0.14314426,Moderate
1039,0,0.10705029,Moderate
1040,0,0.07724859,Low
1041,0,0.20343144,Moderate
1042,1,0.5808055,Very High
1043,0,0.08130102,Low
1044,0,0.09290875,Low
1045,1,0.7790564,Very High
1046,0,0.11702101,Moderate
1047,1,0.31128594,High
1048,1,0.398747,High
1049,0,0.091557965,Low
1050,0,0.19797997,Moderate
1051,0,0.52615094,Very High
1052,0,0.06027672,Low
1053,0,0.15303493,Moderate
1054,0,0.15014546,Moderate
1055,0,0.49298355,High
1056,0,0.14679302,Moderate
1057,0,0.31867304,High
1058,0,0.16440845,Moderate
1059,0,0.060077686,Low
1060,1,0.7526566,Very High
1061,1,0.3251749,High
1062,0,0.1249232,Moderate
1063,1,0.12281472,Moderate
1064,0,0.05959617,Low
1065,1,0.6621938,Very High
1066,0,0.05922169,Low
1067,0,0.078380525,Low
1068,1,0.20578508,Moderate
1069,0,0.1347394,Moderate
1070,0,0.2093127,Moderate
1071,0,0.121443816,Moderate
1072,1,0.109406576,Moderate
1073,0,0.0644606,Low
1074,0,0.053280525,Low
1075,0,0.11950161,Moderate
1076,0,0.108154275,Moderate
1077,0,0.059697006,Low
1078,0,0.030064909,Low
1079,0,0.26052475,High
1080,0,0.086855374,Low
1081,0,0.063245215,Low
1082,0,0.5773754,Very High
1083,0,0.81513935,Very High
1084,1,0.52510846,Very High
1085,0,0.11382844,Moderate
1086,0,0.21512887,Moderate
1087,1,0.13057399,Moderate
1088,0,0.24678683,Moderate
1089,0,0.20204528,Moderate
1090,0,0.04824242,Low
1091,0,0.10234995,Moderate
1092,0,0.09192139,Low
1093,0,0.3030137,High
1094,1,0.4453441,High
1095,0,0.38846946,High
1096,0,0.100607924,Moderate
1097,0,0.12105351,Moderate
1098,0,0.2515917,High
1099,0,0.23496298,Moderate
1100,0,0.08241618,Low
1101,1,0.26810667,High
1102,1,0.37289616,High
1103,0,0.22369012,Moderate
1104,0,0.08084356,Low
1105,1,0.49457678,High
1106,0,0.10630478,Moderate
1107,0,0.09062475,Low
1108,0,0.20308465,Moderate
1109,1,0.13885452,Moderate
1110,0,0.34393206,High
1111,0,0.4662671,High
1112,0,0.1418677,Moderate
1113,0,0.117734715,Moderate
1114,0,0.039287195,Low
1115,0,0.15491472,Moderate
1116,0,0.09616844,Low
1117,1,0.07119273,Low
1118,0,0.4446245,High
1119,1,0.5287688,Very High
1120,0,0.15862788,Moderate
1121,1,0.61033165,Very High
1122,1,0.57849807,Very High
1123,0,0.26158518,High
1124,0,0.08550796,Low
1125,0,0.0938338,Low
1126,0,0.18119581,Moderate
1127,0,0.01943449,Low
1128,0,0.1336167,Moderate
1129,0,0.31169897,High
1130,1,0.3965188,High
1131,1,0.23420969,Moderate
1132,0,0.2117311,Moderate
1133,0,0.6832735,Very High
1134,0,0.7011313,Very High
1135,0,0.5038865,Very High
1136,0,0.22366396,Moderate
1137,0,0.09751467,Low
1138,0,0.14325783,Moderate
1139,0,0.2139635,Moderate
1140,0,0.038502425,Low
1141,0,0.16528526,Moderate
1142,0,0.29638314,High
1143,0,0.09287566,Low
1144,0,0.14922538,Moderate
1145,1,0.7064509,Very High
1146,1,0.6742391,Very High
1147,1,0.8642782,Very High
1148,0,0.20244162,Moderate
1149,0,0.2700139,High
1150,0,0.4186524,High
1151,0,0.27524236,High
1152,0,0.2283048,Moderate
1153,1,0.7974873,Very High
1154,0,0.06918529,Low
1155,0,0.52274024,Very High
1156,0,0.05348706,Low
1157,0,0.1015787,Moderate
1158,0,0.33351323,High
1159,0,0.12908386,Moderate
1160,0,0.42605293,High
1161,0,0.11760138,Moderate
1162,0,0.07927559,Low
1163,0,0.06895009,Low
1164,0,0.038510315,Low
1165,0,0.25569797,High
1166,0,0.7948527,Very High
1167,0,0.07442341,Low
1168,0,0.12450117,Moderate
1169,0,0.15120558,Moderate
1170,0,0.14483215,Moderate
1171,1,0.24581149,Moderate
1172,0,0.15838674,Moderate
1173,0,0.05017948,Low
1174,0,0.21276884,Moderate
1175,1,0.06858189,Low
1176,1,0.776008,Very High
1177,0,0.13473043,Moderate
1178,0,0.05934102,Low
1179,0,0.18033977,Moderate
1180,0,0.12566148,Moderate
1181,0,0.11884387,Moderate
1182,0,0.5943532,Very High
1183,1,0.7683785,Very High
1184,0,0.074026175,Low
1185,0,0.13363989,Moderate
1186,0,0.2446472,Moderate
1187,1,0.3566061,High
1188,0,0.25026855,High
1189,0,0.040338423,Low
1190,0,0.07876073,Low
1191,0,0.113568954,Moderate
1192,0,0.079776466,Low
1193,1,0.15274443,Moderate
1194,0,0.027838323,Low
1195,0,0.08962555,Low
1196,0,0.10231228,Moderate
1197,0,0.10685024,Moderate
1198,0,0.2491069,Moderate
1199,1,0.034022227,Low
1200,0,0.14219572,Moderate
1201,0,0.10499492,Moderate
1202,0,0.058632597,Low
1203,0,0.11891065,Moderate
1204,0,0.2894678,High
1205,0,0.073261045,Low
1206,1,0.056427993,Low
1207,1,0.79451156,Very High
1208,0,0.11776694,Moderate
1209,1,0.044356342,Low
1210,1,0.2252258,Moderate
1211,0,0.08742532,Low
1212,0,0.2152676,Moderate
1213,1,0.17471877,Moderate
1214,0,0.102109365,Moderate
1215,0,0.06717913,Low
1216,0,0.072350554,Low
1217,0,0.096858084,Low
1218,0,0.050734993,Low
1219,0,0.17380917,Moderate
1220,0,0.085148156,Low
1221,0,0.11330037,Moderate
1222,0,0.1502168,Moderate
1223,0,0.08448445,Low
1224,1,0.1578817,Moderate
1225,0,0.15265968,Moderate
1226,1,0.19626512,Moderate
1227,0,0.10018236,Moderate
1228,0,0.022828331,Low
1229,1,0.10439573,Moderate
1230,0,0.10817798,Moderate
1231,1,0.16732143,Moderate
1232,0,0.055742834,Low
1233,0,0.5059221,Very High
1234,0,0.39134067,High
1235,0,0.14419906,Moderate
1236,1,0.13404658,Moderate
1237,1,0.568693,Very High
1238,0,0.07148168,Low
1239,1,0.157126,Moderate
1240,0,0.1127837,Moderate
1241,0,0.17345941,Moderate
1242,0,0.4512339,High
1243,0,0.10496334,Moderate
1244,1,0.79507476,Very High
1245,0,0.22835664,Moderate
1246,0,0.10522838,Moderate
1247,1,0.7734844,Very High
1248,0,0.20613468,Moderate
1249,0,0.026018057,Low
1250,1,0.8537041,Very High
1251,0,0.05359779,Low
1252,1,0.063126914,Low
1253,0,0.17436332,Moderate
1254,0,0.066102624,Low
1255,0,0.08784823,Low
1256,0,0.34376994,High
1257,0,0.150322,Moderate
1258,0,0.1346883,Moderate
1259,0,0.20753297,Moderate
1260,0,0.6721196,Very High
1261,0,0.0444609,Low
1262,1,0.30317304,High
1263,0,0.19756131,Moderate
1264,1,0.4086941,High
1265,0,0.0437256,Low
1266,0,0.067615286,Low
1267,0,0.07494536,Low
1268,0,0.4736136,High
1269,1,0.3817947,High
1270,0,0.04438138,Low
1271,0,0.14315066,Moderate
1272,0,0.36904952,High
1273,0,0.042719223,Low
1274,0,0.18840215,Moderate
1275,0,0.1274234,Moderate
1276,1,0.26205695,High
1277,0,0.048088495,Low
1278,0,0.19756055,Moderate
1279,0,0.060080454,Low
1280,0,0.054123677,Low
1281,0,0.04102122,Low
1282,0,0.26500306,High
1283,0,0.046497084,Low
1284,0,0.048571903,Low
1285,0,0.02770694,Low
1286,0,0.056263175,Low
1287,0,0.035689086,Low
1288,0,0.04542912,Low
1289,1,0.6528059,Very High
1290,0,0.053698633,Low
1291,0,0.124979794,Moderate
1292,0,0.17397118,Moderate
1293,0,0.15056436,Moderate
1294,1,0.07976484,Low
1295,0,0.11563217,Moderate
1296,0,0.034902815,Low
1297,0,0.4095844,High
1298,0,0.116859645,Moderate
1299,1,0.10274186,Moderate
1300,1,0.31708834,High
1301,0,0.63933027,Very High
1302,1,0.32621247,High
1303,0,0.21103582,Moderate
1304,1,0.6382102,Very High
1305,0,0.21645093,Moderate
1306,0,0.09378526,Low
1307,0,0.20844452,Moderate
1308,0,0.18118344,Moderate
1309,0,0.28044856,High
1310,0,0.16753235,Moderate
1311,1,0.7361261,Very High
1312,0,0.69734466,Very High
1313,0,0.040971354,Low
1314,0,0.023675557,Low
1315,0,0.62667483,Very High
1316,1,0.39454746,High
1317,0,0.032190163,Low
1318,0,0.07986626,Low
1319,0,0.24653049,Moderate
1320,0,0.05820027,Low
1321,0,0.02144606,Low
1322,0,0.086307734,Low
1323,0,0.030109525,Low
1324,0,0.13566144,Moderate
1325,0,0.08855012,Low
1326,0,0.5230881,Very High
1327,0,0.09382556,Low
1328,0,0.32031766,High
1329,0,0.10015219,Moderate
1330,0,0.17099069,Moderate
1331,0,0.2505336,High
1332,0,0.14940822,Moderate
1333,1,0.35003856,High
1334,0,0.12009592,Moderate
1335,1,0.21875234,Moderate
1336,0,0.11424192,Moderate
1337,1,0.7841402,Very High
1338,0,0.120562576,Moderate
1339,0,0.12590474,Moderate
1340,1,0.48483413,High
1341,0,0.015905168,Low
1342,0,0.06025933,Low
1343,1,0.17788652,Moderate
1344,0,0.5430523,Very High
1345,1,0.18295288,Moderate
1346,0,0.28971305,High
1347,0,0.07872294,Low
1348,0,0.07827703,Low
1349,0,0.041483566,Low
1350,1,0.5041697,Very High
1351,0,0.33719128,High
1352,1,0.096638754,Low
1353,0,0.17982806,Moderate
1354,0,0.22506292,Moderate
1355,0,0.14552796,Moderate
1356,0,0.08767648,Low
1357,0,0.08927672,Low
1358,1,0.7056682,Very High
1359,0,0.18088405,Moderate
1360,0,0.06229951,Low
1361,0,0.11303605,Moderate
1362,0,0.137143,Moderate
1363,1,0.65613884,Very High
1364,0,0.15114285,Moderate
1365,0,0.4786396,High
1366,0,0.2953898,High
1367,0,0.099747196,Low
1368,1,0.11653944,Moderate
1369,0,0.66536,Very High
1370,0,0.06085188,Low
1371,0,0.06770536,Low
1372,0,0.062154204,Low
1373,0,0.5901184,Very High
1374,0,0.12553766,Moderate
1375,0,0.1392375,Moderate
1376,0,0.19657047,Moderate
1377,0,0.15106995,Moderate
1378,0,0.20227237,Moderate
1379,0,0.1191045,Moderate
1380,0,0.46879974,High
1381,0,0.27728108,High
1382,0,0.37196183,High
1383,0,0.103324786,Moderate
1384,0,0.02198722,Low
1385,0,0.10577273,Moderate
1386,0,0.058480527,Low
1387,0,0.07174892,Low
1388,0,0.4235211,High
1389,0,0.05329424,Low
1390,0,0.34526065,High
1391,1,0.7354845,Very High
1392,0,0.116529,Moderate
1393,0,0.06541518,Low
1394,0,0.15521444,Moderate
1395,0,0.07464029,Low
1396,0,0.15436476,Moderate
1397,1,0.58229554,Very High
1398,0,0.09279394,Low
1399,0,0.67470247,Very High
1400,0,0.18779956,Moderate
1401,0,0.06590535,Low
1402,0,0.627525,Very High
1403,1,0.12658498,Moderate
1404,0,0.08535755,Low
1405,0,0.10678855,Moderate
1406,1,0.14914095,Moderate
1407,0,0.040701013,Low
1408,0,0.061872914,Low
1409,1,0.074215755,Low
1410,0,0.0866308,Low
1411,0,0.13489594,Moderate
1412,0,0.03155957,Low
1413,0,0.2233251,Moderate
1414,0,0.08961372,Low
1415,0,0.017701915,Low
1416,0,0.12254032,Moderate
1417,0,0.12789537,Moderate
1418,0,0.4527194,High
1419,0,0.14912055,Moderate
1420,0,0.042151198,Low
1421,0,0.0747985,Low
1422,0,0.03160584,Low
1423,0,0.09507806,Low
1424,0,0.31727946,High
1425,0,0.07303027,Low
1426,0,0.13397677,Moderate
1427,0,0.12703343,Moderate
1428,0,0.67183876,Very High
1429,1,0.81240666,Very High
1430,0,0.10475191,Moderate
1431,0,0.14474173,Moderate
1432,1,0.7725933,Very High
1433,1,0.8048162,Very High
1434,0,0.18304445,Moderate
1435,0,0.13764258,Moderate
1436,1,0.81830305,Very High
1437,1,0.20363818,Moderate
1438,0,0.091838636,Low
1439,0,0.29799852,High
1440,0,0.13877784,Moderate
1441,0,0.34389752,High
1442,0,0.0735955,Low
1443,1,0.2580795,High
1444,0,0.06604375,Low
1445,1,0.55127406,Very High
1446,0,0.6907538,Very High
1447,1,0.26705214,High
1448,0,0.2288493,Moderate
1449,0,0.21033995,Moderate
1450,1,0.14353949,Moderate
1451,0,0.16496801,Moderate
1452,1,0.16827968,Moderate
1453,0,0.117997624,Moderate
1454,0,0.3809817,High
1455,0,0.16258998,Moderate
1456,0,0.32637817,High
1457,0,0.11691398,Moderate
1458,1,0.45561954,High
1459,1,0.087417535,Low
1460,0,0.2007197,Moderate
1461,1,0.8171584,Very High
1462,0,0.2214533,Moderate
1463,0,0.06709981,Low
1464,0,0.03115386,Low
1465,0,0.05333568,Low
1466,0,0.14031366,Moderate
1467,1,0.33474952,High
1468,0,0.18372013,Moderate
1469,0,0.14930314,Moderate
1470,1,0.17313023,Moderate
1471,0,0.1022272,Moderate
1472,1,0.36324477,High
1473,0,0.019361248,Low
1474,0,0.23124532,Moderate
1475,1,0.0643941,Low
1476,0,0.06372821,Low
1477,0,0.07396189,Low
1478,0,0.14550348,Moderate
1479,1,0.2877893,High
1480,0,0.123344205,Moderate
1481,0,0.05745514,Low
1482,0,0.20833737,Moderate
1483,0,0.041116025,Low
1484,0,0.14135313,Moderate
1485,0,0.122409165,Moderate
1486,1,0.9174309,Very High
1487,0,0.019481681,Low
1488,0,0.14427786,Moderate
1489,1,0.6914475,Very High
1490,1,0.50573134,Very High
1491,0,0.026242249,Low
1492,0,0.14887688,Moderate
1493,0,0.65172976,Very High
1494,0,0.082021646,Low
1495,0,0.06482958,Low
1496,0,0.4810784,High
1497,1,0.8262263,Very High
1498,0,0.1780172,Moderate
1499,0,0.203221,Moderate
1500,0,0.2707253,High
1501,0,0.11180377,Moderate
1502,0,0.31771746,High
1503,0,0.30677426,High
1504,0,0.188045,Moderate
1505,0,0.06122132,Low
1506,0,0.049429517,Low
1507,0,0.23283729,Moderate
1508,0,0.056596566,Low
1509,0,0.17442192,Moderate
1510,1,0.772736,Very High
1511,0,0.11268682,Moderate
1512,0,0.68873495,Very High
1513,0,0.1580318,Moderate
1514,1,0.1760178,Moderate
1515,0,0.17834838,Moderate
1516,0,0.14122468,Moderate
1517,0,0.24931292,Moderate
1518,1,0.7318332,Very High
1519,0,0.5981512,Very High
1520,0,0.029872214,Low
1521,0,0.59185916,Very High
1522,0,0.7672987,Very High
1523,0,0.08396762,Low
1524,1,0.76023513,Very High
1525,0,0.15928067,Moderate
1526,0,0.5271033,Very High
1527,1,0.1091774,Moderate
1528,0,0.0797594,Low
1529,0,0.31430984,High
1530,0,0.13631876,Moderate
1531,0,0.07352749,Low
1532,0,0.036225382,Low
1533,0,0.52700007,Very High
1534,0,0.036375932,Low
1535,0,0.10036991,Moderate
1536,0,0.14341341,Moderate
1537,0,0.29339898,High
1538,0,0.3513004,High
1539,1,0.15938383,Moderate
1540,0,0.1868503,Moderate
1541,1,0.45582458,High
1542,0,0.35067713,High
1543,0,0.091986574,Low
1544,0,0.14198011,Moderate
1545,1,0.19479792,Moderate
1546,1,0.10649565,Moderate
1547,0,0.103370056,Moderate
1548,0,0.22282767,Moderate
1549,1,0.18271968,Moderate
1550,0,0.088944495,Low
1551,1,0.14452404,Moderate
1552,0,0.050216954,Low
1553,0,0.15873338,Moderate
1554,0,0.20088394,Moderate
1555,0,0.26585734,High
1556,1,0.07052216,Low
1557,0,0.15506968,Moderate
1558,0,0.14656712,Moderate
1559,1,0.60000974,Very High
1560,1,0.12920974,Moderate
1561,0,0.18172961,Moderate
1562,0,0.30296916,High
1563,0,0.11430846,Moderate
1564,0,0.27332443,High
1565,1,0.050496437,Low
1566,0,0.21272522,Moderate
1567,0,0.051206015,Low
1568,0,0.13200599,Moderate
1569,0,0.12959047,Moderate
1570,1,0.19131765,Moderate
1571,0,0.23698063,Moderate
1572,0,0.48768163,High
1573,0,0.18237954,Moderate
1574,1,0.1420537,Moderate
1575,0,0.20136517,Moderate
1576,0,0.08906,Low
1577,0,0.11281537,Moderate
1578,0,0.21208788,Moderate
1579,0,0.1734913,Moderate
1580,0,0.115276165,Moderate
1581,0,0.06732544,Low
1582,0,0.19448417,Moderate
1583,0,0.19637114,Moderate
1584,0,0.4171385,High
1585,0,0.118850745,Moderate
1586,0,0.09112361,Low
1587,0,0.073803075,Low
1588,0,0.04164778,Low
1589,0,0.045358673,Low
1590,0,0.09889686,Low
1591,0,0.11470011,Moderate
1592,0,0.47550607,High
1593,0,0.04979923,Low
1594,0,0.056872264,Low
1595,0,0.21137118,Moderate
1596,0,0.10664432,Moderate
1597,0,0.3296125,High
1598,0,0.19196345,Moderate
1599,0,0.046764288,Low
1600,1,0.1769951,Moderate
1601,0,0.15949118,Moderate
1602,0,0.29806283,High
1603,0,0.08985631,Low
1604,0,0.119597144,Moderate
1605,0,0.058274228,Low
1606,0,0.08310768,Low
1607,1,0.8011905,Very High
1608,1,0.17700036,Moderate
1609,0,0.108752914,Moderate
1610,0,0.13516904,Moderate
1611,0,0.22785898,Moderate
1612,0,0.04651658,Low
1613,0,0.049586754,Low
1614,1,0.25262988,High
1615,0,0.16014807,Moderate
1616,1,0.26799506,High
1617,1,0.51515687,Very High
1618,0,0.063308604,Low
1619,0,0.0751352,Low
1620,1,0.07108812,Low
1621,0,0.17995852,Moderate
1622,0,0.095634826,Low
1623,0,0.13259095,Moderate
1624,0,0.113311216,Moderate
1625,0,0.04143929,Low
1626,1,0.6729552,Very High
1627,0,0.12864496,Moderate
1628,1,0.15403838,Moderate
1629,0,0.6919661,Very High
1630,0,0.19631428,Moderate
1631,0,0.033796676,Low
1632,0,0.05145889,Low
1633,0,0.04375909,Low
1634,0,0.079468906,Low
1635,0,0.09726863,Low
1636,0,0.105977766,Moderate
1637,0,0.17474517,Moderate
1638,0,0.74967307,Very High
1639,1,0.5734867,Very High
1640,0,0.18987983,Moderate
1641,0,0.14174941,Moderate
1642,0,0.12255257,Moderate
1643,1,0.18070282,Moderate
1644,0,0.17494465,Moderate
1645,1,0.68311703,Very High
1646,1,0.16919482,Moderate
1647,1,0.52981764,Very High
1648,0,0.09953746,Low
1649,0,0.10322702,Moderate
1650,0,0.114809245,Moderate
1651,0,0.13116667,Moderate
1652,0,0.111034766,Moderate
1653,0,0.28231704,High
1654,1,0.42127034,High
1655,0,0.13487114,Moderate
1656,0,0.12859218,Moderate
1657,1,0.15407073,Moderate
1658,0,0.123129874,Moderate
1659,0,0.12043303,Moderate
1660,0,0.15415385,Moderate
1661,0,0.4549075,High
1662,1,0.36525786,High
1663,0,0.29395732,High
1664,1,0.29956815,High
1665,0,0.119881295,Moderate
1666,0,0.1669124,Moderate
1667,0,0.77843666,Very High
1668,1,0.44107124,High
1669,0,0.14305235,Moderate
1670,0,0.5510622,Very High
1671,0,0.15944214,Moderate
1672,0,0.20245355,Moderate
1673,0,0.08956646,Low
1674,0,0.07967522,Low
1675,0,0.06594715,Low
1676,1,0.16688809,Moderate
1677,0,0.064915046,Low
1678,0,0.03908964,Low
1679,0,0.2867955,High
1680,0,0.122338444,Moderate
1681,1,0.11586109,Moderate
1682,0,0.10498993,Moderate
1683,0,0.14253993,Moderate
1684,0,0.18379098,Moderate
1685,0,0.07575797,Low
1686,0,0.096285574,Low
1687,0,0.06684203,Low
1688,0,0.16469885,Moderate
1689,0,0.24527179,Moderate
1690,1,0.42004803,High
1691,0,0.037802003,Low
1692,0,0.11846076,Moderate
1693,0,0.106495924,Moderate
1694,0,0.06661728,Low
1695,1,0.17098436,Moderate
1696,0,0.14650804,Moderate
1697,1,0.4791281,High
1698,0,0.24230549,Moderate
1699,0,0.27559686,High
1700,0,0.113535,Moderate
1701,0,0.11501358,Moderate
1702,0,0.10805834,Moderate
1703,1,0.12151753,Moderate
1704,0,0.15600443,Moderate
1705,0,0.1617698,Moderate
1706,1,0.43259406,High
1707,0,0.79292506,Very High
1708,0,0.036110763,Low
1709,0,0.13575055,Moderate
1710,0,0.09019744,Low
1711,1,0.1597167,Moderate
1712,0,0.14964202,Moderate
1713,1,0.86687505,Very High
1714,0,0.028885996,Low
1715,0,0.25627893,High
1716,0,0.15714929,Moderate
1717,0,0.13997212,Moderate
1718,1,0.20159175,Moderate
1719,0,0.05949716,Low
1720,1,0.6606141,Very High
1721,0,0.042742748,Low
1722,0,0.270625,High
1723,1,0.70097476,Very High
1724,0,0.058078855,Low
1725,0,0.024168331,Low
1726,0,0.027127955,Low
1727,0,0.34595996,High
1728,1,0.67212504,Very High
1729,0,0.23525849,Moderate
1730,0,0.4995392,High
1731,1,0.15176362,Moderate
1732,1,0.10263046,Moderate
1733,0,0.103682555,Moderate
1734,0,0.07161591,Low
1735,0,0.09803274,Low
1736,0,0.16672516,Moderate
1737,1,0.662947,Very High
1738,0,0.31649297,High
1739,1,0.18241829,Moderate
1740,0,0.27905175,High
1741,1,0.38409236,High
1742,0,0.124694705,Moderate
1743,0,0.10312957,Moderate
1744,0,0.17015831,Moderate
1745,0,0.066932745,Low
1746,0,0.12430596,Moderate
1747,0,0.106410466,Moderate
1748,0,0.066454776,Low
1749,0,0.11194345,Moderate
1750,0,0.08767628,Low
1751,0,0.08018433,Low
1752,1,0.91100806,Very High
1753,0,0.072889075,Low
1754,0,0.092989855,Low
1755,0,0.11980525,Moderate
1756,0,0.22772907,Moderate
1757,0,0.0902582,Low
1758,0,0.35950002,High
1759,0,0.08038466,Low
1760,0,0.33719128,High
1761,0,0.17427246,Moderate
1762,0,0.1234984,Moderate
1763,0,0.23798722,Moderate
1764,0,0.09181694,Low
1765,0,0.4933297,High
1766,1,0.19018146,Moderate
1767,1,0.78305566,Very High
1768,0,0.07519653,Low
1769,0,0.12473684,Moderate
1770,1,0.19663973,Moderate
1771,0,0.20132552,Moderate
1772,0,0.12089188,Moderate
1773,0,0.083451204,Low
1774,1,0.78515613,Very High
1775,0,0.1027132,Moderate
1776,1,0.8654912,Very High
1777,0,0.117023945,Moderate
1778,1,0.20633689,Moderate
1779,0,0.11537721,Moderate
1780,0,0.09334107,Low
1781,0,0.13504721,Moderate
1782,0,0.16820219,Moderate
1783,0,0.195206,Moderate
1784,0,0.08332464,Low
1785,0,0.07096257,Low
1786,1,0.22373855,Moderate
1787,1,0.4508767,High
1788,0,0.049018495,Low
1789,0,0.11163629,Moderate
1790,0,0.06369749,Low
1791,0,0.07976933,Low
1792,0,0.072450325,Low
1793,0,0.028078016,Low
1794,0,0.09899523,Low
1795,1,0.21144992,Moderate
1796,0,0.3892316,High
1797,0,0.083643176,Low
1798,0,0.038869858,Low
1799,0,0.03337106,Low
1800,0,0.07441722,Low
1801,1,0.20782648,Moderate
1802,0,0.2021554,Moderate
1803,0,0.16165723,Moderate
1804,0,0.09508797,Low
1805,1,0.051786616,Low
1806,0,0.031320184,Low
1807,0,0.09192846,Low
1808,0,0.054453824,Low
1809,0,0.09281264,Low
1810,0,0.012242447,Low
1811,0,0.21215889,Moderate
1812,0,0.110232025,Moderate
1813,1,0.17140399,Moderate
1814,0,0.6261726,Very High
1815,0,0.05353337,Low
1816,0,0.2555291,High
1817,0,0.20370667,Moderate
1818,0,0.21626218,Moderate
1819,0,0.032572962,Low
1820,0,0.049753405,Low
1821,1,0.32178178,High
1822,0,0.058027912,Low
1823,0,0.07666064,Low
1824,0,0.056225892,Low
1825,0,0.18090583,Moderate
1826,0,0.08531373,Low
1827,1,0.39851364,High
1828,0,0.11963776,Moderate
1829,0,0.031875487,Low
1830,0,0.4341771,High
1831,1,0.20320962,Moderate
1832,0,0.033968516,Low
1833,0,0.106456295,Moderate
1834,0,0.2047312,Moderate
1835,0,0.07651385,Low
1836,1,0.53893924,Very High
1837,0,0.14737323,Moderate
1838,1,0.15663488,Moderate
1839,0,0.10346096,Moderate
1840,1,0.72264767,Very High
1841,0,0.13176394,Moderate
1842,1,0.17721023,Moderate
1843,0,0.111575566,Moderate
1844,1,0.205885,Moderate
1845,0,0.16502991,Moderate
1846,1,0.6982468,Very High
1847,0,0.111065365,Moderate
1848,1,0.45454127,High
1849,0,0.07348269,Low
